titulo,empresa,salario,ubicacion,tipo_de_trabajo,fecha_de_publicacion,enlace
Ingeniero/a AIV - SECTOR AEROESPACIAL - PRUEBAS,CAS TRAINING,36.000€ - 39.000€,Madrid,Presencial,01/04/2026,https://www.tecnoempleo.com/ingeniero-aiv-sector-aeroespacial-pruebas-cas-trai/microsoft-project-doors/rf-b5b71a336200634bd748
Desarrollador Python y Go,Arelance,36.000€ - 39.000€,,100% remoto,01/04/2026,https://www.tecnoempleo.com/desarrollador-python-go-arelance/aws-docker/rf-1a3c132ea2c8b32e344e
Senior Front-End Engineer,PANEL Sistemas Informáticos,,Madrid,Presencial,01/04/2026,https://www.tecnoempleo.com/senior-front-end-engineer-panel-sistemas-informati/javascript-es6/rf-24031ebba2d723dfdd42
Programador/a Cobol,PSS,21.000€ - 24.000€,,100% remoto,01/04/2026,https://www.tecnoempleo.com/programador-cobol-pss/cics-db2/rf-81f81f6682e063bf3949
Jefe/a de Proyecto TMS,PANEL Sistemas Informáticos,,Madrid,100% remoto,01/04/2026,https://www.tecnoempleo.com/jefe-proyecto-tms-panel-sistemas-informaticos/sap-tm-oracle-tms/rf-c6f1174992c8931fd14b
Ingeniero/a de Software Genesys Cloud,CMV Consultores,,,100% remoto,01/04/2026,https://www.tecnoempleo.com/ingeniero-software-genesys-cloud-cmv-consultores/java-python/rf-199a118cc21493d29e4e
Analista Programador/a COBOL,PSS,27.000€ - 42.000€,,100% remoto,01/04/2026,https://www.tecnoempleo.com/analista-programador-cobol-pss/cics-db2/rf-31ca1d1312307309f949
Analista Funcional (Sector Seguros),Baoss,,Barcelona,,01/04/2026,https://www.tecnoempleo.com/analista-funcional-sector-seguros-baoss/analisis-funcional/rf-7db915af2208f393234a
Consultor/a Java + Angular,Baoss,,Madrid,Híbrido,01/04/2026,https://www.tecnoempleo.com/consultor-java-angular-baoss/jquery-oracle/rf-3c2611ff224cc3cd0047
Programador Java,Second Window,,Málaga,,01/04/2026,https://www.tecnoempleo.com/programador-java-second-window/spring-boot-spring-batch/rf-310017309253332c954a
Desarrollador de Power BI,GAT HOSPITALITY,,Madrid,Presencial,01/04/2026,https://www.tecnoempleo.com/desarrollador-power-bi-gat-hospitality/power-bi-dax/rf-52a915da32f4c39b9e47
Full stack (Java - Angular),Second Window,30.000€ - 36.000€,,100% remoto,01/04/2026,https://www.tecnoempleo.com/full-stack-java-angular-second-window/java-maven-angular-nodejs-springboot/rf-6653153342a883b2f445
Product Support Senior - Área CRM,PANEL Sistemas Informáticos,,Madrid,Híbrido,01/04/2026,https://www.tecnoempleo.com/product-support-senior-rea-crm-panel-sistemas-info/service-cloud-marketing/rf-ea6e15c612a0131ffa4b
Desarrollador/a en ORACLE APEX,DATADEC,,Valencia,Híbrido,01/04/2026,https://www.tecnoempleo.com/desarrollador-en-oracle-apex-datadec/pl-sql/rf-8c031b5a22398376254f
